,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1232797629358063617,1232797629358063617,2020-02-26 17:40:33 Eastern Standard Time,2020-02-26,17:40:33,-500,180212381,milessuter,Miles Suter,,"""Bitcoin for us is not stopping at buying &amp; selling, we believe this is a transformative technology for our industry and gives people more access to the financial system, so we are going to…ensure we are learning &amp; leading the industry from here"" - @jack  https://t.co/iWCZmwwBtU",en,"[{'screen_name': 'jack', 'name': 'jack⚡️', 'id': '12'}]",['https://www.theblockcrypto.com/post/57083/square-sold-over-half-a-billion-worth-of-bitcoin-in-2019-and-outpaced-broader-crypto-exchange-volume-growth-in-4q'],[],27,232,1172,[],[],https://twitter.com/milessuter/status/1232797629358063617,False,,0,,,,,,,,[],,,,
1,1232775341187444737,1232775341187444737,2020-02-26 16:11:59 Eastern Standard Time,2020-02-26,16:11:59,-500,20902138,alistairmilne,Alistair Milne,,OG's enjoying the Bitcoin volatility...  https://t.co/zDJBb9ZL5P,en,[],[],[],31,197,1191,[],[],https://twitter.com/alistairmilne/status/1232775341187444737,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1232775283004116994/pu/img/yFVVnwU3pUp-wg-V.jpg,,,,,,,[],,,,
2,1232769845139312640,1232769845139312640,2020-02-26 15:50:09 Eastern Standard Time,2020-02-26,15:50:09,-500,1333467482,coindesk,CoinDesk,,"JUST IN: The @SEC_News has rejected the latest bid to create a bitcoin ETF, turning down @WilshirePhoenix's bitcoin and Treasury bond proposal.  https://t.co/Edxilqj9G0 @nikhileshde reports",en,"[{'screen_name': 'sec_news', 'name': 'sec_news', 'id': '1418247562662973451'}, {'screen_name': 'wilshirephoenix', 'name': 'wilshire phoenix', 'id': '985633457811402752'}, {'screen_name': 'nikhileshde', 'name': 'nikhilesh de', 'id': '69614360'}]",['http://ow.ly/23uM50ywTH5'],[],80,153,374,[],[],https://twitter.com/CoinDesk/status/1232769845139312640,False,,0,,,,,,,,[],,,,
3,1232729289319051266,1232729289319051266,2020-02-26 13:09:00 Eastern Standard Time,2020-02-26,13:09:00,-500,357312062,bitcoin,Bitcoin,,With Bitcoin:  https://t.co/ApnF4nxRmw,en,[],[],['https://pbs.twimg.com/media/ERuD9QWXsAIvgWi.jpg'],76,320,1051,[],[],https://twitter.com/Bitcoin/status/1232729289319051266,False,,1,https://pbs.twimg.com/media/ERuD9QWXsAIvgWi.jpg,,,,,,,[],,,,
4,1232717126995075073,1232717126995075073,2020-02-26 12:20:40 Eastern Standard Time,2020-02-26,12:20:40,-500,357312062,bitcoin,Bitcoin,, https://t.co/PLlPNwfAnT,und,[],[],['https://pbs.twimg.com/media/ERt9lzoUYAAOVqb.jpg'],59,262,1104,[],[],https://twitter.com/Bitcoin/status/1232717126995075073,False,,1,https://pbs.twimg.com/media/ERt9lzoUYAAOVqb.jpg,,,,,,,[],,,,
5,1232691520320438273,1232691520320438273,2020-02-26 10:38:55 Eastern Standard Time,2020-02-26,10:38:55,-500,2516844961,yassineark,Yassine Elmandjra,,"“Everybody should have 1% of their assets in Bitcoin specifically.  When you see the amt of leverage the financial industry is running, there is a lot of risk to the downside. Now, an average individual citizen of every country in the world has an uncorrelated hedge.”  @chamath  https://t.co/vlSIJaaJS2",en,"[{'screen_name': 'chamath', 'name': 'chamath palihapitiya', 'id': '3291691'}]",[],[],34,227,758,[],[],https://twitter.com/yassineARK/status/1232691520320438273,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1232691419212591105/pu/img/TLDjsWBDhCR0bHWd.jpg,,,,,,,[],,,,
6,1232542153513078785,1232542153513078785,2020-02-26 00:45:23 Eastern Standard Time,2020-02-26,00:45:23,-500,1001490017917784064,dtapcap,Dan Tapiero,,"$9.6 trillion total world GOLD. Not sure bitcoiners realize that 2/3 is jewelry+official. Only $2 trillion is available ""investable gold."" Bitcoin is already 10% the size of investable gold. Incredible accomplishment for just 10 years of existence. Bitcoin too big to die now.  https://t.co/ZR22qHrcUK",en,[],[],['https://pbs.twimg.com/media/ERrejaSW4AEjMK4.jpg'],50,314,1004,[],[],https://twitter.com/DTAPCAP/status/1232542153513078785,False,,1,https://pbs.twimg.com/media/ERrejaSW4AEjMK4.jpg,,,,,,,[],,,,
7,1232502517893779459,1232502517893779459,2020-02-25 22:07:53 Eastern Standard Time,2020-02-25,22:07:53,-500,877807935493033984,binance,Binance,,Win 1 of 10 of the first-ever @BinanceAcademy Collectible NFTs!  ✔️Answer correctly &amp; retweet this post to enter:  Which of the following does the #Bitcoin blockchain NOT use:  Hint ➡️  https://t.co/LHda0uvnvY  A. Digital signatures B. Encryption C. Hash Functions D. Compression,en,"[{'screen_name': 'binanceacademy', 'name': 'binance academy 🔑', 'id': '985686071244541952'}]",['http://bit.ly/ClickForNFT'],[],2696,1785,1808,['bitcoin'],[],https://twitter.com/binance/status/1232502517893779459,False,,0,,,,,,,,[],,,,
8,1232495418832912386,1232495418832912386,2020-02-25 21:39:41 Eastern Standard Time,2020-02-25,21:39:41,-500,2436389418,swiftonsecurity,SwiftOnSecurity,,Bernie is going to take your Bitcoin and turn it back into electricity,en,[],[],[],46,235,1460,[],[],https://twitter.com/SwiftOnSecurity/status/1232495418832912386,False,,0,,,,,,,,[],,,,
9,1232397626181595142,1232397626181595142,2020-02-25 15:11:05 Eastern Standard Time,2020-02-25,15:11:05,-500,339061487,apompliano,Pomp 🌪,,"[NEW POST] Our money doesn't have a technology problem, it has a monetary policy problem.  Bitcoin solves this monetary policy problem and is superior to fiat currency monetary policy.  Central banks must change their policies or be disrupted.   https://t.co/jec1MCqu4U",en,[],['https://offthechain.substack.com/p/our-money-problems-arent-technology'],[],42,147,583,[],[],https://twitter.com/APompliano/status/1232397626181595142,False,,0,,,,,,,,[],,,,
