id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
924370758503223296,924370758503223296,2017-10-28 16:22:17 Eastern Daylight Time,2017-10-28,16:22:17,-0500,18856867,zerohedge,zerohedge,,Bill Miller Put 30% Of His Fund's Assets In Bitcoin   https://t.co/t7dgdhpsb6,en,[],['http://www.zerohedge.com/news/2017-10-28/bill-miller-put-30-his-funds-assets-bitcoin'],[],10,118,184,[],[],https://twitter.com/zerohedge/status/924370758503223296,False,,0,,,,,,,,[],,,,
924347512424747018,924347512424747018,2017-10-28 14:49:55 Eastern Daylight Time,2017-10-28,14:49:55,-0500,20902138,alistairmilne,Alistair Milne,,Coinbase user acquisition accelerated in the past two weeks to approx 1.2million/month run rate (ATH) Data:  https://t.co/R9B63J2d6Q #bitcoin  https://t.co/S7izmxVf6h,en,[],['https://docs.google.com/spreadsheets/d/1NgvD2kFT69mSXuJPzPDu-Qv9SS1ck2iPt6Kw9a55z0k/edit?usp=sharing'],['https://pbs.twimg.com/media/DNPw32tWkAAlMqG.jpg'],28,227,405,['bitcoin'],[],https://twitter.com/alistairmilne/status/924347512424747018,False,,1,https://pbs.twimg.com/media/DNPw32tWkAAlMqG.jpg,,,,,,,[],,,,
924307444033114113,924307444033114113,2017-10-28 12:10:42 Eastern Daylight Time,2017-10-28,12:10:42,-0500,1469101279,aantonop,Andreas,,"To banks, #Bitcoin is a lemonade stand trying to take on Walmart. Under their mockery, a $100 billion industry grew.  https://t.co/asDrr7Tx0O",en,[],['https://youtu.be/LeclUjKm408?t=11m6s'],[],26,266,594,['bitcoin'],[],https://twitter.com/aantonop/status/924307444033114113,False,,0,,,,,,,,[],,,,
924300829250777088,924300829250777088,2017-10-28 11:44:25 Eastern Daylight Time,2017-10-28,11:44:25,-0500,2520888308,cryptobull,Crypto฿ull,,when you want to buy bitcoin for the first time  https://t.co/m6RdioAEGF,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/DNPGXqrX0AAPdex.jpg'],39,314,822,[],[],https://twitter.com/CryptoBull/status/924300829250777088,False,,1,https://pbs.twimg.com/tweet_video_thumb/DNPGXqrX0AAPdex.jpg,,,,,,,[],,,,
924290690863026176,924290690863026176,2017-10-28 11:04:07 Eastern Daylight Time,2017-10-28,11:04:07,-0500,23090019,binitamshah,Binni Shah,,Samsung Made a Bitcoin Mining Rig Out of 40 Old Galaxy S5s  :   https://t.co/BrZZHTkIan  https://t.co/VOtkNW3ggL,en,[],['https://motherboard.vice.com/amp/en_us/article/3kvdv9/samsung-upcycling-galaxy-s5-bitcoin-mining-rig'],['https://pbs.twimg.com/media/DNO9dBWV4AE3HNx.jpg'],7,250,324,[],[],https://twitter.com/binitamshah/status/924290690863026176,False,,1,https://pbs.twimg.com/media/DNO9dBWV4AE3HNx.jpg,,,,,,,[],,,,
924277573265195009,924277573265195009,2017-10-28 10:12:00 Eastern Daylight Time,2017-10-28,10:12:00,-0500,17484680,nixcraft,The Best Linux Blog In the Unixverse,,Samsung Made a Bitcoin Mining Rig Out of 40 Old Galaxy S5s  https://t.co/AIm3QOc7tW  https://t.co/PPdrfmSEZZ,en,[],['https://motherboard.vice.com/amp/en_us/article/3kvdv9/samsung-upcycling-galaxy-s5-bitcoin-mining-rig'],['https://pbs.twimg.com/media/DNOxa5QUEAY3inq.jpg'],6,241,446,[],[],https://twitter.com/nixcraft/status/924277573265195009,False,,1,https://pbs.twimg.com/media/DNOxa5QUEAY3inq.jpg,,,,,,,[],,,,
924124579412328450,924124579412328450,2017-10-28 00:04:03 Eastern Daylight Time,2017-10-28,00:04:03,-0500,20562637,businessinsider,Business Insider,,I spent a day trying to pay for things with bitcoin and a bar of gold — here's what happened  https://t.co/IsQ4tb45z7,en,[],[],[],16,186,225,[],[],https://twitter.com/BusinessInsider/status/924124579412328450,False,,1,https://pbs.twimg.com/media/DM_6i8IXcAAm_rV.jpg,,,,,,,[],,,,
924048137651617792,924048137651617792,2017-10-27 19:00:18 Eastern Daylight Time,2017-10-27,19:00:18,-0500,21263333,jimmysong,Jimmy Song (송재준),,Really well done diagram. Note where Bitcoin is.  https://t.co/mbtCRAYCyp,en,[],[],['https://pbs.twimg.com/media/DNLg0K7VAAAkpPU.jpg'],17,209,425,[],[],https://twitter.com/jimmysong/status/924048137651617792,False,,1,https://pbs.twimg.com/media/DNLg0K7VAAAkpPU.jpg,,,,,,,[],,,,
924047752782274560,924047752782274560,2017-10-27 18:58:46 Eastern Daylight Time,2017-10-27,18:58:46,-0500,14338147,satoshilite,Charlie Lee,,"I tweet more about Bitcoin than Litecoin. Deal with it! If you trust my vision of a BTC/LTC future, then trust that I know what I'm doing.",en,[],[],[],119,313,1814,[],[],https://twitter.com/SatoshiLite/status/924047752782274560,False,,0,,,,,,,,[],,,,
924012617135546370,924012617135546370,2017-10-27 16:39:09 Eastern Daylight Time,2017-10-27,16:39:09,-0500,20402945,cnbc,CNBC,,"There are now more than 120 hedge funds focused solely on bitcoin, digital currencies  https://t.co/uwNSwbHQSB",en,[],['http://cnb.cx/2iciXhU'],[],17,243,319,[],[],https://twitter.com/CNBC/status/924012617135546370,False,,0,,,,,,,,[],,,,
