id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1343683611694825473,1343683611694825473,2020-12-28 17:21:52 EST,2020-12-28,17:21:52,-0500,1598709350,danheld,Dan Held,,I’ve waited 8 years to see institutions come to recognize Bitcoin as digital gold.  https://t.co/hgsF0wU7ZH,en,[],[],['https://pbs.twimg.com/media/EqW5GrMVoAEqjKe.jpg'],185,595,3602,[],[],https://twitter.com/danheld/status/1343683611694825473,False,,1,https://pbs.twimg.com/media/EqW5GrMVoAEqjKe.jpg,,,,,,,[],,,,
1343637971254177792,1343637971254177792,2020-12-28 14:20:30 EST,2020-12-28,14:20:30,-0500,943506806931734528,intocryptoverse,Benjamin Cowen,,"Interestingly, if you take the price of #Bitcoin and divide it by the money supply (M2), it still is not at an ATH yet.  https://t.co/KkQQkhwil9",en,[],[],['https://pbs.twimg.com/media/EqWPiO-UYAAHq4r.png'],57,239,1444,['bitcoin'],[],https://twitter.com/intocryptoverse/status/1343637971254177792,False,,1,https://pbs.twimg.com/media/EqWPiO-UYAAHq4r.png,,,,,,,[],,,,
1343606918779195393,1343606918779195393,2020-12-28 12:17:07 EST,2020-12-28,12:17:07,-0500,3281644728,aperfect_system,System 丰☂🔑⚡️🌋,,"Bitcoin price to grow 'ten times by end of 2022' as JP Morgan estimates value of $650,000   https://t.co/ixAB17jP1f",en,[],['https://www.express.co.uk/finance/city/1377180/bitcoin-price-latest-tim-draper-jp-morgan-estimate-max-keiser'],[],45,179,782,[],[],https://twitter.com/aPerfect_System/status/1343606918779195393,False,,0,,,,,,,,[],,,,
1343598785373609986,1343598785373609986,2020-12-28 11:44:47 EST,2020-12-28,11:44:47,-0500,2809989583,gaborgurbacs,Gabor Gurbacs,,"People love #Bitcoin at $30,000 and ignored it at $3,000 in the same year. Just astounding.",en,[],[],[],173,342,3372,['bitcoin'],[],https://twitter.com/gaborgurbacs/status/1343598785373609986,False,,0,,,,,,,,[],,,,
1343592101280362509,1343592101280362509,2020-12-28 11:18:14 EST,2020-12-28,11:18:14,-0500,1016390584389570560,joinryze,Ryze,,"In 1734, Richard Cantillon— the most important economist you've never heard of, was mysteriously murdered and his house set ablaze.  286 years later, his work explains why taxpayers get $600 while corporations get billions.  Here's Cantillon Effect, Inequality, and Bitcoin 👇🏽  https://t.co/7foTuJ7HEf",en,[],[],['https://pbs.twimg.com/media/EqVjKZ-W4AERuJV.jpg'],4,225,555,[],[],https://twitter.com/joinryze/status/1343592101280362509,False,,1,https://pbs.twimg.com/media/EqVjKZ-W4AERuJV.jpg,,,,,,,[],,,,
1343587668240850949,1343587668240850949,2020-12-28 11:00:37 EST,2020-12-28,11:00:37,-0500,1598709350,danheld,Dan Held,,Bitcoin is a stablecoin.   It's protocol and monetary policy is stable.   The fluctuating price represents the ebbs and flows of the world discovering Bitcoin's value.,en,[],[],[],59,183,1536,[],[],https://twitter.com/danheld/status/1343587668240850949,False,,0,,,,,,,,[],,,,
1343575298818920448,1343575298818920448,2020-12-28 10:11:28 EST,2020-12-28,10:11:28,-0500,244647486,saylor,Michael Saylor⚡️,,"#Bitcoin is Digital Gold - Harder, Smarter, Stronger, &amp; Faster, Cyber Hornet Theory, Active &amp; Organic Defenses, Fragility of Chinese Walls &amp; Gatekeepers, Darwinian Response &amp; Network Evolution, Smart Money, Monetary Force &amp; Acceleration, Fast BTC Energy.    https://t.co/LdxBHkwtJx",en,[],['https://youtu.be/gSc6BC1Kh2g'],[],116,330,2355,['bitcoin'],[],https://twitter.com/saylor/status/1343575298818920448,False,,0,,,,,,,,[],,,,
1343569370015006721,1343569370015006721,2020-12-28 09:47:54 EST,2020-12-28,09:47:54,-0500,244647486,saylor,Michael Saylor⚡️,,#Bitcoin is the world's first engineered safe-haven asset running on the world's first digital monetary network.,en,[],[],[],307,1041,7493,['bitcoin'],[],https://twitter.com/saylor/status/1343569370015006721,False,,0,,,,,,,,[],,,,
1343560730939949056,1343560730939949056,2020-12-28 09:13:35 EST,2020-12-28,09:13:35,-0500,17653553,benmezrich,Ben Mezrich,,"In 2009, I wrote the book that became The Social Network because I believed Facebook was going to change our world. Ten years later I wrote Bitcoin Billionaires for a similar reason. I believe bitcoin is going to change our world.",en,[],[],[],171,656,5419,[],[],https://twitter.com/benmezrich/status/1343560730939949056,False,,0,,,,,,,,[],,,,
1343552736684605442,1343552736684605442,2020-12-28 08:41:49 EST,2020-12-28,08:41:49,-0500,135180235,russellokung,Okung 💯,,"So many purchase Bitcoin to become cash rich, I bought it to be free from cash.",en,[],[],[],179,428,4722,[],[],https://twitter.com/RussellOkung/status/1343552736684605442,False,,0,,,,,,,,[],,,,
