 ,Time,User,Tweet
840,2020-03-09 23:59:47+00:00,stephenst88,"RT @LarryBoorstein: @brianklaas Brian Klaas' description of coronavirus as Trump's Chernobyl is truly the most apt analogy, not only becaus…"
841,2020-03-09 23:59:47+00:00,Appians_Sapien,RT @MaryLouMcDonald: Meeting of party leaders just concluded. We will meet twice weekly to consider Coronavirus containment plans. The resp…
842,2020-03-09 23:59:47+00:00,Pornastro,"RT @SethAbramson: BUSINESS INSIDER: U.S. Only Has Record of 1,707 Coronavirus Tests Being Conducted Nationwide (U.S. Population: 329,000,00…"
843,2020-03-09 23:59:47+00:00,neceeregis,Anyone else watch the #coronavirus press conference and think POTUS was having trouble staying awake while Pence wa… https://t.co/6DrhPCe6QO
844,2020-03-09 23:59:47+00:00,hildebertmachad,"RT @o_antagonista: Líderes do protesto a favor do presidente alegam que, no Brasil, grandes eventos e jogos de futebol não foram cancelados…"
845,2020-03-09 23:59:47+00:00,kyosuke1971,RT @sasakitoshinao: 昨日の公表の見解、熟読した。専門家の共通した認識を信じ、支えていきたい。注目すべきポイントは、感染が出ているのは(1)換気の悪い密閉空間(2)多くの人が密集(3)近距離での会話や発声の3つの条件が重なるところ。これを避けるべきと。／専門家…
846,2020-03-09 23:59:46+00:00,s__polanco,"RT @OfficiallyAlly: I see a lot of people being like “I would survive the Coronavirus. I’m taking my chances.”

The way I see it, yeah. I’d…"
847,2020-03-09 23:59:46+00:00,WoodwardWoodw11,RT @SenSchumer: The best way to ensure economic security for the American people right now is for President Trump to deal with the coronavi…
848,2020-03-09 23:59:46+00:00,chocologic66,RT @theresonlyhere: コロナウイルスによる非常事態宣言が出ている世界最大の演劇都市ニューヨークですが、オンオフ合わせて４８のブロードウェイの劇場はすべて上演を続けています。これはアメリカ演劇大手サイトでの「劇場であなたをコロナウイルスから守るにはどうするか」と…
849,2020-03-09 23:59:46+00:00,UProietto,"RT @RamingodiArnor: È successo raga, è successo.
Probabilmente uno dei momenti storici del secolo.
#italylockdown #COVID2019 #coronavirus"
850,2020-03-09 23:59:46+00:00,GIRLGETTINGLOUD,RT @greenfield64: No political satirist would have written a story line where the response to the coronavirus/oil price war economic crisis…
851,2020-03-09 23:59:46+00:00,angel_castelar,"RT @BernieSanders: With the spread of coronavirus, we have already seen people hit with massive medical bills, simply for doing the right t…"
852,2020-03-09 23:59:46+00:00,Tracysway9876,"RT @labisbeticah: Please, please guys. Here in northern #Italy we made one big mistake. Everybody kept saying ""It's just flu"" and now our i…"
853,2020-03-09 23:59:46+00:00,FranGlezSosa,"RT @StephenKing: No, coronavirus is NOT like THE STAND. It’s not anywhere near as serious. It’s eminently survivable. Keep calm and take al…"
854,2020-03-09 23:59:46+00:00,CitizenLeary911,#Illinois #Disasterproclamation #coronavirus https://t.co/UTdr9tjHmi
855,2020-03-09 23:59:46+00:00,mrstreetsahead,RT @FabrizioRomano: OFFICIAL: Serie A has been suspended. #SerieA #Coronavirus
856,2020-03-09 23:59:46+00:00,Barbara51864478,"RT @postpolitics: As markets tank over coronavirus, Trump’s sustained assault on his own credibility haunts him https://t.co/V8PAON74Ow"
857,2020-03-09 23:59:46+00:00,SalesCaliber,"UVAIRx - ""How Nature Cleans.""
Read about Photocatalytic Oxidation technology (PCO), along with supporting tests and… https://t.co/4c68s0DwGh"
858,2020-03-09 23:59:46+00:00,Runswithturtle,RT @FeelingFisky: the US government “taking action” to stop the spread of coronavirus
859,2020-03-09 23:59:46+00:00,whynothomer,So much hilarity to be found on Twitter in these dark days. Truly this and Stephen King's statement that The Stand… https://t.co/otQBgNuAKf
860,2020-03-09 23:59:46+00:00,M24digital,Hay cinco nuevos casos de coronavirus en el país y ya suman 17 los afectados https://t.co/NDhThsfiUc
861,2020-03-09 23:59:46+00:00,OK_Resistor,RT @washingtonpost: Analysis: The Trump administration has contradicted itself on coronavirus no fewer than 14 times in less than a month h…
862,2020-03-09 23:59:46+00:00,Mscharizmaa,"RT @RawStory: #Trumpdemic trends nationwide as people vent at president’s coronavirus response
 https://t.co/wfmveWN4j4"
863,2020-03-09 23:59:46+00:00,Susan_McKee,"Dining al fresco in #Trieste, #Italy, some 15 years ago. (A salute to a country brought to its knees this week by… https://t.co/dxnWMWy3ba"
864,2020-03-09 23:59:46+00:00,colleen_pchayko,"RT @labisbeticah: Please, please guys. Here in northern #Italy we made one big mistake. Everybody kept saying ""It's just flu"" and now our i…"
865,2020-03-09 23:59:46+00:00,SailorPsy,"RT @chicoharlan: These drastic measures in Italy came fast. But so does the coronavirus. Eleven days ago, Italy had ~600 active cases — sam…"
866,2020-03-09 23:59:46+00:00,DLabanti,"RT @WSJ: Most people who catch the coronavirus start showing symptoms about five days after infection, according to the largest study of kn…"
867,2020-03-09 23:59:46+00:00,sas_3770,"RT @silviast9: 1/ I may be repeating myself, but I want to fight this sense of security that I see outside of the epicenters, as if nothing…"
868,2020-03-09 23:59:46+00:00,Bluegrasshimss,RT @HIMSS: It’s official! We are planning a special #HIMSS20 digital edition. Our goal is to make all sessions and panels available online.…
869,2020-03-09 23:59:46+00:00,JustLivingInLDN,"RT @BNODesk: NEW: New Jersey, Ohio, and Rhode Island join other U.S. states in declaring a state of emergency over coronavirus"
870,2020-03-09 23:59:46+00:00,DanMcConchie,How an authoritarian government helped spur on the coronavirus outbreak https://t.co/3AECtNDFOi
871,2020-03-09 23:59:46+00:00,ujweber1,"RT @TamaraWernli: Die Zeigefingerfraktion meint, man dürfe keine #coronavirus-Witze machen.

Naja Humor ist für sehr viele Leute ein bewähr…"
872,2020-03-09 23:59:46+00:00,PrincessBravato,"RT @ChrisMurphyCT: Your daily reminder that:

a. Trump is using a provision of the Affordable Care Act to require that insurers cover the C…"
873,2020-03-09 23:59:46+00:00,dwllms93,RT @MindaHarts: What happens when the coronavirus doesn't want you to live your best life and hug @itsgabrielleu the mentor in your head? Y…
874,2020-03-09 23:59:46+00:00,SalvatoreTrica2,RT @PLRubicone: #coronavirus #COVID2019 Ecco il nuovo DPCM #iorestoacasa Leggetelo con attenzione! https://t.co/DYcYgNsTIN
875,2020-03-09 23:59:46+00:00,PieNPi,"@diegoguelar @ginesggarcia Es K,no renuncian,nos metio el coronavirus y vamos a ser la italia de latinoamerica,es grave"
876,2020-03-09 23:59:46+00:00,Josantb,RT @miguelrb508: @Julio_Rodr_ https://t.co/pVn7YetRns
877,2020-03-09 23:59:46+00:00,saadasiri1400,"#Coronavirus في الأزمات وتغير الأحوال وفي شعور القلق وتشتت الأفكار عد إلى ربك وتذكر 
(( قل لن يصيبنا إلا ما كتب الل… https://t.co/YZKvgNDea6"
878,2020-03-09 23:59:46+00:00,AnitaDeGerli,RT @PAMI_org_ar: ▶ Compartimos recomendaciones importantes para prevenir Coronavirus en personas mayores. ➕ https://t.co/SrxEjTfVjY https:/…
879,2020-03-09 23:59:46+00:00,elenalosa7,"RT @elchristian_ch: 10 muertos y mas de 500 infectados por coronavirus en España

España: https://t.co/8g18tj1bHN"
880,2020-03-09 23:59:46+00:00,AnnieWest,"RT @kylegriffin1: Schumer: ""What was glaringly missing from President Trump's press conference was how he is actually going to combat the s…"
881,2020-03-09 23:59:46+00:00,Season0fMists,RT @loversinfilm: here's some interesting moments from the italian news reports on coronavirus i've found https://t.co/yb3wi7WfrG
882,2020-03-09 23:59:46+00:00,HollyLynnNY,"RT @SethAbramson: BUSINESS INSIDER: U.S. Only Has Record of 1,707 Coronavirus Tests Being Conducted Nationwide (U.S. Population: 329,000,00…"
883,2020-03-09 23:59:46+00:00,mvtildes,"RT @kron4news: Tensions in Italy’s overcrowded prisons erupted Monday over new coronavirus containment measures, with riots in at least two…"
884,2020-03-09 23:59:46+00:00,ferantoniovm,"RT @CNNEE: La edad promedio de muerte por coronavirus es 80 años, dice el cirujano general de EE.UU https://t.co/nYWNaehdFt https://t.co/yN…"
885,2020-03-09 23:59:46+00:00,FernandoRS75,RT @eduardomoreira: O coronavírus esta sendo recebido como a boia de salvação para os economistas que apoiaram as reformas trabalhistas e d…
886,2020-03-09 23:59:46+00:00,shanacorey,"RT @ewarren: Back in July, I warned an economic crash could be coming. One serious shock would be enough—and the Trump administration's inc…"
887,2020-03-09 23:59:46+00:00,angelamaria_c,"RT @RadioSavana: Sindaco di #Milano #Sala è passato in pochi giorni da ""tutti all'aperitivo"" a ""tutti a casa"" come se niente fosse. In tutt…"
888,2020-03-09 23:59:46+00:00,johnnpol,ZOMBIES POR CORONAVIRUS ! https://t.co/zPk8Tj5uGt
889,2020-03-09 23:59:46+00:00,enrivalverde,"RT @elentirvigo: El Gobierno de Sánchez deja en evidencia que no actuó antes contra el coronavirus por el 8M. 
El PSOE, Podemos e IU pusier…"
890,2020-03-09 23:59:46+00:00,perevdl,"RT @UOCecoempresa: ¿Tienes dudas acerca de tus #derechos como trabajador ante el #COVID19?

No te pierdas este artículo de @UOCNews donde l…"
891,2020-03-09 23:59:46+00:00,Dani_cobain,RT @Vivi_Bol: Mi único miedo con el coronavirus es que les de a mis papás.
892,2020-03-09 23:59:46+00:00,SorayaOliveros,RT @EstefParejaF: Otra vez estoy en área de consulta externa norte del Teodoro Maldonado del @IESSec. Las personas cuentan que siguen sin a…
893,2020-03-09 23:59:46+00:00,ladieann,RT @DonaldJTrumpJr: Interesting statistic that I just learned during the press conference which was very meaningful to me as a parent of 5…
894,2020-03-09 23:59:46+00:00,Nanagemelvis07,RT @HeidiNBC: Neither the CDC nor the coronavirus task force chaired by Pence would say who made the decision to forgo the WHO test that so…
895,2020-03-09 23:59:46+00:00,wallyboo99,"RT @Mikel_Jollett: PEOPLE LISTEN:

On February 27th, Italy had 600 people infected with coronavirus.

Today, it has 10,000 cases and the en…"
896,2020-03-09 23:59:46+00:00,SusieBDiet,"RT @BenFordham: No handshakes. 

No kisses. 

No hugs. 

I’ve got a feeling this has nothing to do with coronavirus.  

https://t.co/BwbbZN…"
897,2020-03-09 23:59:46+00:00,cpfuchs,"RT @Imm_Judges_NAIJ: EOIR has ordered immigration court staff to remove CDC posters designed to slow spread of coronavirus. 

No, this is n…"
898,2020-03-09 23:59:46+00:00,clearchiaraa,"RT @labisbeticah: Please, please guys. Here in northern #Italy we made one big mistake. Everybody kept saying ""It's just flu"" and now our i…"
899,2020-03-09 23:59:46+00:00,LACinTheOzarks,"RT @ewarren: Back in July, I warned an economic crash could be coming. One serious shock would be enough—and the Trump administration's inc…"
900,2020-03-09 23:59:46+00:00,ljkmemphis,"RT @StayWonked: Trump doesn't care about the security, safety or health of the American people as a result of coronavirus. All he cares abo…"
901,2020-03-09 23:59:46+00:00,AnAmazingFeat,"RT @labisbeticah: Please, please guys. Here in northern #Italy we made one big mistake. Everybody kept saying ""It's just flu"" and now our i…"
902,2020-03-09 23:59:46+00:00,elliottmatt,"RT @SenSchumer: On coronavirus—@SpeakerPelosi &amp; I demand Trump admin put people over corporations:

Paid sick leave
Enhanced unemployment i…"
903,2020-03-09 23:59:46+00:00,bushwickcj,RT @Variety: SAG-AFTRA Suspends In-Person Union Meetings Due to Coronavirus https://t.co/qKrkH00wQ6
904,2020-03-09 23:59:46+00:00,JamieON94964661,@realDonaldTrump @GOP The Trump administration has contradicted itself on coronavirus no fewer than 14 times in les… https://t.co/TmUw7CFD8o
905,2020-03-09 23:59:46+00:00,ValiaVoryth,"RT @humanworkplace: Coronavirus is teaching us that:

1) Healthcare is a right
2) Paid sick time is a right
3) Many, many people could do t…"
906,2020-03-09 23:59:46+00:00,Highway62,"When someone says ""don't touch your face""

#coronavirus https://t.co/jmboNPjFaB"
907,2020-03-09 23:59:46+00:00,ositotierno79,"RT @hurgamemoriaPE: Qué negociazo el de la Clínica Delgado que cobra 1700 soles por un “descarte” de Coronavirus. No se dejen estafar, solo…"
908,2020-03-09 23:59:45+00:00,PAlfredo_RGuama,RT @MirandaZorita: Hasta este momento no hay ningún colaborador cubano que esté infectado con este nuevo coronavirus #COVID19 aseguró el Mi…
909,2020-03-09 23:59:45+00:00,aqua__tofana,RT @davejorgenson: coronavirus event cancellation emails: https://t.co/VAWlK0Qsc6
910,2020-03-09 23:59:45+00:00,gooznazan,RT @FabrizioRomano: OFFICIAL: Serie A has been suspended. #SerieA #Coronavirus
911,2020-03-09 23:59:45+00:00,Matildanita,RT @petrogustavo: Verán que la prensa le hecha la culpa de la relación del valor del peso frente al dólar al coronavirus y eso no es cierto…
912,2020-03-09 23:59:45+00:00,tonyfamilia,"RT @ryanlcooper: ""In 2018, the Trump administration fired the government’s entire pandemic response chain of command, including the White H…"
913,2020-03-09 23:59:45+00:00,MehDunDed,"RT @OfficiallyAlly: I see a lot of people being like “I would survive the Coronavirus. I’m taking my chances.”

The way I see it, yeah. I’d…"
914,2020-03-09 23:59:45+00:00,edisson_padilla,"RT @dw_espanol: Primeras muertes en Alemania

El ministerio de Salud no dicta medidas coercitivas, pero recomienda cancelar eventos con asi…"
915,2020-03-09 23:59:45+00:00,cyberrcactus,"RT @OfficiallyAlly: I see a lot of people being like “I would survive the Coronavirus. I’m taking my chances.”

The way I see it, yeah. I’d…"
916,2020-03-09 23:59:45+00:00,Symonsez13,RT @belmont_iii: @thespybrief Four new cases in IL. Two in the city (50 and 70) related to last CPS teacher from a few days ago. https://t.…
917,2020-03-09 23:59:45+00:00,MAHAsMakeAmerH8,RT @dvillella: @realDonaldTrump History will be the judge of you caring more about your jobs numbers than about people dying from the coron…
918,2020-03-09 23:59:45+00:00,Trishanduke,RT @ProudResister: The coronavirus is spreading across America and more people are talking about the #MarketCrash than the 87 million Ameri…
919,2020-03-09 23:59:45+00:00,cuttercourier,"今のところ発表されているインド国内の感染例は最初の武漢帰りを別にすればイラン、イタリア、湾岸、アメリカからですが、平たい顔族というだけで絡んでくるバカはいるんでしょうね。
https://t.co/otd2CrKznM"
920,2020-03-09 23:59:45+00:00,rush3lle,"RT @humanworkplace: Coronavirus is teaching us that:

1) Healthcare is a right
2) Paid sick time is a right
3) Many, many people could do t…"
921,2020-03-09 23:59:45+00:00,caaasey_cal,"RT @OfficiallyAlly: I see a lot of people being like “I would survive the Coronavirus. I’m taking my chances.”

The way I see it, yeah. I’d…"
922,2020-03-09 23:59:45+00:00,MT_enMEXICO,"También todos los eventos públicos han sido cancelados en Italia. 

https://t.co/O0mKGZyREF"
923,2020-03-09 23:59:45+00:00,Emerita0405,"RT @BernieSanders: Once a vaccine for coronavirus is developed, it should be free."
924,2020-03-09 23:59:45+00:00,MarRiveraG,RT @AlbertoRodNews: ÚLTIMA HORA | Tal Cual: Aislada paciente con sospecha de coronavirus en hospital Pérez Carreño de Caracas https://t.co/…
925,2020-03-09 23:59:45+00:00,moore2score,RT @politico: BREAKING: Trump will propose a temporary payroll tax cut and paid leave for hourly employees unable to work due to the corona…
926,2020-03-09 23:59:45+00:00,Marcusmac99,"RT @Amy_Siskind: Republicans under quarantine for coronavirus so far:

* Ted Cruz
* Paul Gosar
* Doug Collins 
* Matt Gaetz

Who said Mothe…"
927,2020-03-09 23:59:45+00:00,MKJayAtWork,RT @HeidiNBC: Neither the CDC nor the coronavirus task force chaired by Pence would say who made the decision to forgo the WHO test that so…
928,2020-03-09 23:59:45+00:00,bethsinniresist,"RT @kylegriffin1: Schumer: ""What was glaringly missing from President Trump's press conference was how he is actually going to combat the s…"
929,2020-03-09 23:59:45+00:00,EProlovich,"RT @ArteMagazine: Triennale Decameron, storie in streaming nell’era del coronavirus: Il nuovo format che… https://t.co/G8NbkGEU4L"
930,2020-03-09 23:59:45+00:00,brianjohnson141,RT @Dartmoor64: Front cover of the New Yorker. #coronavirus https://t.co/CEzFWujJ5V
931,2020-03-09 23:59:45+00:00,pampanocarvajal,España supera los mil casos de coronavirus y Madrid cierra escuelas https://t.co/p7ySmt66G4 vía @DiarioPrimicia
932,2020-03-09 23:59:45+00:00,danfromdaBANDO,RT @elonmusk: The coronavirus panic is dumb
933,2020-03-09 23:59:45+00:00,SadSue59,"RT @morethanmySLE: Trump just had a press conference about #coronavirus and the ECONOMY, not health was the priority.

""We have a great eco…"
934,2020-03-09 23:59:45+00:00,kagamboaj,RT @Guarromantico_: Lo de taparse la boca cuando estornuden también lo pueden hacer aunque no tengan coronavirus eh!!
935,2020-03-09 23:59:45+00:00,painterkim,"RT @Imm_Judges_NAIJ: EOIR has ordered immigration court staff to remove CDC posters designed to slow spread of coronavirus. 

No, this is n…"
936,2020-03-09 23:59:45+00:00,luizandregama,"RT @OliverStuenkel: Countries who voted for an anti-establishment, anti-science and anti-expertise president are set to pay a higher price.…"
937,2020-03-09 23:59:45+00:00,Lmdlapaz,RT @elgatopolitico_: Meade hubiese detenido el Coronavirus antes de llegar a México y además hubiese obligado a Putín a aceptar trato de la…
938,2020-03-09 23:59:45+00:00,KevinGuskiewicz,It is critical we all do our part to limit transmission and ensure the safety of everyone on #UNC’s campus and in o… https://t.co/ztqDwyeHnu
939,2020-03-09 23:59:45+00:00,6hirtoffshawty,RT @thegoodgodabove: Evangelicals have been saying the coronavirus was a punishment from God on ‘gay culture.’ And then a bunch of republic…
940,2020-03-09 23:59:45+00:00,strawhatpun,RT @danagram_: Currently have every symptom of the #coronavirus had a doctor cancel on me for fear of catching it. Phoned 111 and was instr…
941,2020-03-09 23:59:45+00:00,James_EdCthe2rd,"RT @anne_theriault: North Americans: *hoarding toilet paper, vociferously debating the merits of hand sanitizer*

France: FOR THE LAST TIME…"
942,2020-03-09 23:59:45+00:00,daniels_diaz,RT @Psicovivir: Me indica mi fuente (y tengo varías allí)  que el primer caso de #coronavirus en #Venezuela es un hombre proveniente de Esp…
943,2020-03-09 23:59:45+00:00,COPi314,"RT @ChrisMurphyCT: Your daily reminder that:

a. Trump is using a provision of the Affordable Care Act to require that insurers cover the C…"
944,2020-03-09 23:59:45+00:00,lookpad_little,"RT @tpagon: ตำรวจฟลอริดานี่มันเอาฮา ประกาศว่า ""ถ้าคุณซื้อยาเสพติดผิดกฎหมายมา เช่น โคเคน เมธ เฮโรอีน แล้วกังวลว่ายาของคุณจะมีโคโรนาไวรัสติดม…"
945,2020-03-09 23:59:45+00:00,Rykhis,RT @And89_3: En vez de arrasar supermercados y entrar en pánico por el #coronavirus tendríais que haber escuchado las miles de advertencias…
946,2020-03-09 23:59:45+00:00,WholeTruth2021,"RT @FrankCaliendo: Coronavirus
Passed
Around 
Constantly"
947,2020-03-09 23:59:45+00:00,MclercL,"@agraybee Not sure there’s any examples there that actually hurt his argument regarding Coronavirus, Italy’s health… https://t.co/IP1Lsv4YER"
948,2020-03-09 23:59:45+00:00,dija_tmn,RT @dehak_attitude: Les gens qui voudront me faire la bise alors que y’a la #coronavirus qui circulent https://t.co/6bJRRo82dA
949,2020-03-09 23:59:45+00:00,TheCelticsWire,"Celtics, NBA to restrict access to locker rooms in wake of COVID-19 https://t.co/QXIR1ZblpQ"
950,2020-03-09 23:59:45+00:00,Soberanes1971,RT @rivapa: Efectos del coronavirus: Canceled Because of Coronavirus: A Brief List https://t.co/yF3VjU3tGX
951,2020-03-09 23:59:45+00:00,Fer_MendozaF,RT @petrogustavo: Verán que la prensa le hecha la culpa de la relación del valor del peso frente al dólar al coronavirus y eso no es cierto…
952,2020-03-09 23:59:45+00:00,nodimples_,RT @ultimenotizie: Infermiera di #Cremona crolla dopo una notte infinita. Elena Pagliarini diventa uno dei simboli della professionalità co…
953,2020-03-09 23:59:45+00:00,Belenhz83,RT @RubenSanchezTW: Todos los recursos de la sanidad privada deberían estar al servicio de la pública para hacer frente al coronavirus. Es…
954,2020-03-09 23:59:45+00:00,GiliprogreC,"RT @alvariteus: Si ayer teníamos el #8M en España, en Francia se reunían hace un par de días 3.500 personas disfrazadas de pitufo para cons…"
955,2020-03-09 23:59:45+00:00,simmey88_lucas,RT @MichaelPascoe01: Crank up the electronic abacus - this is not a drill  https://t.co/NWmoGshY4E
956,2020-03-09 23:59:45+00:00,brigid252,"RT @GHMansfield: Disabled People Forever:”Due to our disability, we may need the option to telecommute to school or work.”
Response:”No. No…"
957,2020-03-09 23:59:45+00:00,8712patriciaac,"RT @PalmerReport: Donald Trump's day so far:

- Trump may have just been exposed to coronavirus on Air Force One by Matt Gaetz
- Gaetz is n…"
958,2020-03-09 23:59:45+00:00,alice4u2010,RT @washingtonpost: Second Seattle-area nursing facility seeing a rise in coronavirus cases https://t.co/Gn736S3Qni
959,2020-03-09 23:59:45+00:00,yonizchill,"RT @RitaLopes003: O coronavírus não mata a população de Gondomar, a população de Gondomar é que mata o coronavírus."
960,2020-03-09 23:59:45+00:00,Vcnt_pls,"RT @borjacobeaga: Con la crisis del coronavirus, ahora mismo no hay ningún turista sujetando la torre de Pisa y es preocupante: se podría c…"
961,2020-03-09 23:59:45+00:00,El_Roberto988,"RT @SOFFru1: With my Coronavirus tax cut I am buying TP, 50 gallons of purell, barbed wire, claymores, and a moat. https://t.co/5ctjP5ApXG"
962,2020-03-09 23:59:45+00:00,Africanfighter,"RT @ABCPolitics: Rahm Emanuel on potential impact of COVID-19 on Pres. Trump: ""He is not going to be able to have his rallies...the office…"
963,2020-03-09 23:59:45+00:00,akaearth1,"RT @BNODesk: NEW: New Jersey, Ohio, and Rhode Island join other U.S. states in declaring a state of emergency over coronavirus"
964,2020-03-09 23:59:45+00:00,slctrx,Ok. Don’t panic. https://t.co/e4BNXIsdLh
965,2020-03-09 23:59:45+00:00,VerneLaVurl,"RT @_HannahRitchie: Updated @OurWorldInData page on #COVID19 with new WHO stats for last day

Doubling time for global # of cases (incl Chi…"
966,2020-03-09 23:59:45+00:00,AlanBayer2,"RT @bennyjohnson: .@BretBaier asks about dealing with Coronavirus: “If you had to, would you close down the borders?”

Bernie: “No.. we hav…"
967,2020-03-09 23:59:45+00:00,MarisaYa8,"RT @BFMParis: Coronavirus: 300 cas confirmés en Île-de-France, soit 57 de plus en 24 heures
https://t.co/OsSqQIyQmL https://t.co/h2SiSLyWj3"
968,2020-03-09 23:59:45+00:00,rgwiese,RT @DonaldJTrumpJr: Interesting statistic that I just learned during the press conference which was very meaningful to me as a parent of 5…
969,2020-03-09 23:59:45+00:00,kells0509,"RT @mmpadellan: The ENTIRE country of Italy is shut down because of coronavirus.

The Dow Jones dropped 2000 points in ONE day in the #Trum…"
970,2020-03-09 23:59:45+00:00,RutxeRutxevilar,"RT @isaimarivent: #Economía 💸
La Ministra Calviño dice que el impacto económico del #coronavirus está siendo «poco significativo y transito…"
971,2020-03-09 23:59:45+00:00,micklesanddimes,"This isn’t capitalism, and neither was the Wall Street, auto industry or farmer bailouts.  People complaining about… https://t.co/MXNraxoCEh"
972,2020-03-09 23:59:45+00:00,whateverdude444,"RT @DostFeel: 미치겠다 이란
알코올이 원래 없는 나라여서 알코올로 코로나바이러스 죽인다고 집에서 스스로 술을 담그다가 메탄올 중독 등 이유로 사망하는 사람들 나왔다고 한다
https://t.co/nxkBvpv0Xj"
973,2020-03-09 23:59:45+00:00,TriGorosito0,"RT @PabloAgustin: Lei que estaban ofreciendo 4600 dolares, osea unos $350.000, a quienes se inyecten coronavirus https://t.co/yTGUn0uOwZ"
974,2020-03-09 23:59:45+00:00,SurefireSimon,"RT @HoodlumRIP: BREAKING: Trump appoints John McAfee Acting Director of his Coronavirus Task Force. “Believe me, this guy may be nuts, but…"
975,2020-03-09 23:59:45+00:00,politica_estilo,"RT @Ary_AntiPT: Rep. Matt Gaetz To Self-Quarantine After Coronavirus Exposure At CPAC
Gaetz is among the Republican lawmakers who have begu…"
976,2020-03-09 23:59:45+00:00,BereeNovoa,RT @gerardotc: Ok Diario anuncia que sus redactores se inventarán las noticias desde casa como medida de precaución por el Coronavirus.
977,2020-03-09 23:59:45+00:00,CanaritoCanero,"RT @jseguradelpozo: La guerra contra el #coronavirus examina la expansión de la #sanidadprivada en @ComunidadMadrid
""La población ha aument…"
978,2020-03-09 23:59:45+00:00,BOJAQ_,"RT @NBCNews: New York state now has 142 confirmed coronavirus cases, currently the most of any US state, Gov. Cuomo says. https://t.co/NEMC…"
979,2020-03-09 23:59:45+00:00,liliumseason,PRIMER CASO DE CORONAVIRUS EN MI CIUDAD Y ES UNA DE MI ESCUELA JAJA ADIÓS MUNDO CRUEL
980,2020-03-09 23:59:45+00:00,Pimpernell13,"RT @MarkSKrikorian: ""Over the last several days, Iran has pushed several reports claiming that 'Zionists' were behind the coronavirus."" htt…"
981,2020-03-09 23:59:45+00:00,EddyRam49049937,"RT @ApostolManotas: ¡Caray, lo que es capaz de hacer la OPEP y la misma China para perjudicar a AMLO! Bajar el precio del petróleo y disper…"
982,2020-03-09 23:59:45+00:00,maeba14,"RT @AulaAbiertaVE: #ALERTA

Gobernador del Zulia ordena al DGCIM buscar al profesor Freddy Pachano, Dir. de Posgrado de Medicina de LUZ, po…"
983,2020-03-09 23:59:45+00:00,payasyn_,"RT @borjacobeaga: Con la crisis del coronavirus, ahora mismo no hay ningún turista sujetando la torre de Pisa y es preocupante: se podría c…"
984,2020-03-09 23:59:45+00:00,interimspace,RT @ajcdeane: @EdConwaySky I can understand you are lashing out because you are embarrassed - by writing a piece which sets out the benefit…
985,2020-03-09 23:59:45+00:00,MonicaSans2012,RT @StarAdvertiser: #Italy extends #coronavirus lockdown to entire country #COVID19 https://t.co/4KrJZB6enX https://t.co/aDF6xQ7c4x
986,2020-03-09 23:59:45+00:00,LidiaPrevost,"RT @KilianCD: @Perona10690463 @Oviedocityy Dicen en la radio, medidas para salir de paso, sin sentido de @pablocasado_ , en relación con la…"
987,2020-03-09 23:59:45+00:00,AbreuJeanne,"RT @AiltonBenedito: Qual seria o motivo de tantos casos de #coronavirus na Itália, muito mais que nos outros países europeus?"
988,2020-03-09 23:59:44+00:00,thac0_salad,"RT @BettyBowers: Ted Cruz ✅
Matt Gaetz ✅
Paul Gosar ✅
Doug Collins ✅

The CDC needs to immediately issue this public health warning: 

""If…"
989,2020-03-09 23:59:44+00:00,Amandapelusina,RT @gerardotc: Ok Diario anuncia que sus redactores se inventarán las noticias desde casa como medida de precaución por el Coronavirus.
990,2020-03-09 23:59:44+00:00,krictonito,RT @NTN24ve: Personal médico y de enfermería del hospital El Algodonal protestó la designación del Ministerio de Salud como centro piloto p…
991,2020-03-09 23:59:44+00:00,BorquezRosario,RT @PublimetroChile: OMS por coronavirus: “La amenaza de una pandemia se ha vuelto muy real” https://t.co/CScvZuoxqJ https://t.co/qoQkmVuESZ
992,2020-03-09 23:59:44+00:00,Rapscallion,"RT @Imm_Judges_NAIJ: EOIR has ordered immigration court staff to remove CDC posters designed to slow spread of coronavirus. 

No, this is n…"
993,2020-03-09 23:59:44+00:00,Josantb,"RT @miguelrb508: @Julio_Rodr_ https://t.co/XBbXDmWdpM

Buen día Julio
Esto se está yendo de las manos y no hay vacuna, o no la quieren pone…"
994,2020-03-09 23:59:44+00:00,manubernabe2,"RT @gonzaire: Vamos a cerrar colegios por el Coronavirus pero no centros de trabajo, y así los niños tendrán que quedarse en casa a cargo d…"
995,2020-03-09 23:59:44+00:00,MUSKY5623,"RT @PhMarliere: Aux États-Unis, le #Coronavirus est parti pour atteindre un stade épidémique inégalé.
Test pour dépister le virus: $330.
Tr…"
996,2020-03-09 23:59:44+00:00,ChipzNgiggles,"RT @SpiroAgnewGhost: Trump, Pence et al are brazenly lying about the availability of coronavirus tests, which will backfire badly. Trump, a…"
997,2020-03-09 23:59:44+00:00,SBlue84,"Coronavirus, you don’t want to go to war with the Rams. Don’t start no stuff, won’t be no stuff.… https://t.co/KlKDdTvL1a"
998,2020-03-09 23:59:44+00:00,MariaMjsalomm04,RT @luisfcocabezas: Pareciera que los italianos han sido muy honestos con sus cifras del coronavirus y todo indica que los chinos han sido…
999,2020-03-09 23:59:44+00:00,AleGomezFabio,@C5N #SeVan #RuidoEnElGallinero #Coronavirus en Argentina. https://t.co/iEZa29EINR
