,Word,Frequency
1131,This is a,2
1132,is a new,2
1133,"a new position.""",1
1134,"new position."" -",1
1135,"position."" - @MacroScope17",1
1136,BTC institutional watch:,1
1137,institutional watch: In,1
1138,watch: In an,1
1139,In an SEC,1
1140,an SEC filing,1
1141,"SEC filing today,",1
1142,"filing today, Morgan",1
1143,"today, Morgan Stanley",1
1144,Morgan Stanley Europe,1
1145,Stanley Europe Opportunity,1
1146,Europe Opportunity Fund,1
1147,Opportunity Fund reported,1
1148,Fund reported owning,1
1149,"reported owning 28,289",1
1150,"owning 28,289 shares",1
1151,of Grayscale Bitcoin,1
1152,Grayscale Bitcoin Trust,1
1153,Bitcoin Trust as,1
1154,Trust as of,1
1155,as of April,1
1156,of April 30.,1
1157,April 30. This,1
1158,30. This is,1
1159,a new position.,1
1160,new position. Filing:,1
1161,position. Filing: https://t.co/t0IxUVqkXR,1
1162,Thanks be to,1
1163,be to Jerome,1
1164,to Jerome Powell,1
1165,Jerome Powell and,1
1166,Powell and the,1
1167,and the Fed,1
1168,the Fed for,1
1169,Fed for crowding,1
1170,for crowding so,1
1171,crowding so many,1
1172,so many people,1
1173,many people into,1
1174,people into #bitcoin,1
1175,into #bitcoin 🙏,1
1176,El secreto de,1
1177,secreto de invertir,1
1178,de invertir en,1
1179,invertir en #Bitcoin,1
1180,en #Bitcoin es,1
1181,#Bitcoin es comprar,1
1182,es comprar ahora,1
1183,comprar ahora y,1
1184,ahora y no,1
1185,y no vender.,1
1186,no vender. Solo,1
1187,vender. Solo vende,1
1188,Solo vende con,1
1189,vende con un,1
1190,con un propósito,1
1191,un propósito específico,1
1192,propósito específico o,1
1193,específico o por,1
1194,o por necesidad…,1
1195,por necesidad… y,1
1196,necesidad… y si,1
1197,y si inviertes,1
1198,"si inviertes bien,",1
1199,"inviertes bien, lo",1
1200,"bien, lo segundo",1
1201,lo segundo no,1
1202,segundo no pasará,1
1203,no pasará 😎.,1
1204,pasará 😎. Diversificar,1
1205,😎. Diversificar tus,1
1206,Diversificar tus inversiones,1
1207,tus inversiones es,1
1208,inversiones es necesario,1
1209,es necesario e,1
1210,necesario e inteligente,1
1211,e inteligente 😌.,1
1212,IT'S OFFICIAL: yesterday,1
1213,OFFICIAL: yesterday (june,1
1214,yesterday (june 27,1
1215,"(june 27 2021),",1
1216,"27 2021), saw",1
1217,"2021), saw the",1
1218,saw the slowest,1
1219,the slowest #bitcoin,1
1220,slowest #bitcoin blocks,1
1221,#bitcoin blocks in,1
1222,blocks in TEN,1
1223,in TEN YEARS,1
1224,TEN YEARS (since,1
1225,YEARS (since 2010).,1
1226,(since 2010). blocks,1
1227,2010). blocks times,1
1228,blocks times avg.,1
1229,"times avg. 23min,",1
1230,"avg. 23min, instead",1
1231,"23min, instead of",1
1232,instead of the,1
1233,of the target,1
1234,the target 10min.,1
1235,target 10min. the,1
1236,10min. the latest,1
1237,"the latest ""china",1
1238,"latest ""china ban""",1
1239,"""china ban"" is",1
1240,"ban"" is the",1
1241,is the most,2
1242,the most disruptive,1
1243,most disruptive action,1
1244,disruptive action the,1
1245,action the bitcoin,1
1246,the bitcoin network,1
1247,bitcoin network has,1
1248,network has ever,1
1249,"has ever faced,",1
1250,"ever faced, but",1
1251,"faced, but it",1
1252,but it will,1
1253,"it will survive,",1
1254,"will survive, adapt,",1
1255,"survive, adapt, thrive",1
1256,"adapt, thrive 👇",1
1257,thrive 👇 https://t.co/vEMR1zlDHx,1
1258,Coinbase has received,1
1259,has received approval,1
1260,received approval from,1
1261,approval from Germany,1
1262,from Germany for,1
1263,Germany for a,1
1264,a #Bitcoin and,1
1265,#Bitcoin and crypto,1
1266,and crypto custody,1
1267,crypto custody business!,1
1268,custody business! 🙌,1
1269,Yo Americans -,1
1270,Americans - you,1
1271,- you can,1
1272,you can put,1
1273,can put #Bitcoin,1
1274,put #Bitcoin into,1
1275,#Bitcoin into your,1
1276,into your IRA,1
1277,your IRA for,1
1278,IRA for retirement.,1
1279,for retirement. 🙌,1
1280,The most successful,1
1281,most successful people,1
1282,successful people in,1
1283,people in the,1
1284,in the world,2
1285,the world believe,1
1286,world believe that,1
1287,believe that #bitcoin,1
1288,that #bitcoin is,2
1289,#bitcoin is gold,1
1290,is gold 2.0.,1
1291,gold 2.0. If,1
1292,2.0. If you’re,1
1293,If you’re not,1
1294,you’re not a,1
1295,"not a HODLer,",1
1296,"a HODLer, what",1
1297,"HODLer, what do",1
1298,what do you,1
1299,do you know,1
1300,you know that,1
1301,know that they,1
1302,that they don’t,1
1303,they don’t know?,1
1304,don’t know? https://t.co/USz6DOOMws,1
1305,Bitcoin's hashrate looks,1
1306,hashrate looks like,1
1307,looks like it,1
1308,like it just,1
1309,it just listed,1
1310,just listed on,1
1311,listed on Uniswap,1
1312,on Uniswap https://t.co/V5Fc8n0oSN,1
1313,This month's shout,1
1314,month's shout out,1
1315,shout out goes,1
1316,out goes to,1
1317,"goes to China,",1
1318,"to China, for",1
1319,"China, for selflessly",1
1320,for selflessly helping,1
1321,selflessly helping #bitcoin,1
1322,helping #bitcoin remove,1
1323,#bitcoin remove the,1
1324,remove the last,1
1325,the last area,1
1326,last area of,1
1327,area of major,1
1328,of major centralisation,1
1329,major centralisation in,1
1330,centralisation in its,1
1331,in its network,1
1332,its network at,1
1333,network at her,1
1334,at her own,1
1335,"her own loss,",1
1336,"own loss, and",1
1337,"loss, and the",1
1338,and the loss,1
1339,the loss of,1
1340,loss of her,1
1341,of her children,1
1342,her children and,1
1343,children and her,1
1344,and her children's,1
1345,her children's children.,1
1346,children's children. 🙏,1
1347,This Bitcoin chart,1
1348,Bitcoin chart is,1
1349,chart is crazy.,1
1350,is crazy. Oh,1
1351,crazy. Oh wait...thats,1
1352,Oh wait...thats actually,1
1353,wait...thats actually a,1
1354,actually a chart,1
1355,a chart of,1
1356,chart of US,1
1357,of US dollar,1
1358,US dollar money,1
1359,dollar money printing.,1
1360,money printing. https://t.co/IVdeV8vUpe,1
1361,My latest piece,1
1362,latest piece in,1
1363,piece in @BitcoinMagazine,1
1364,in @BitcoinMagazine on,1
1365,@BitcoinMagazine on Projecting,1
1366,on Projecting Bitcoin's,1
1367,Projecting Bitcoin's Future,1
1368,Bitcoin's Future Energy,1
1369,Future Energy Use,1
1370,Energy Use We,1
1371,Use We have,1
1372,We have likely,1
1373,have likely already,1
1374,likely already hit,1
1375,already hit peak,1
1376,"hit peak emissions,",1
1377,"peak emissions, and",1
1378,"emissions, and will",1
1379,and will likely,1
1380,will likely be,1
1381,likely be emissionless,1
1382,be emissionless in,1
1383,emissionless in 10,1
1384,in 10 years',1
1385,10 years' time,1
1386,years' time https://t.co/JFyxkawaH6,1
1387,Mining #Bitcoin off,1
1388,#Bitcoin off the,1
1389,off the grid,1
1390,the grid with,1
1391,grid with hydro-electricity,1
1392,with hydro-electricity from,1
1393,hydro-electricity from a,1
1394,from a creek.,1
1395,a creek. Decentralised.,1
1396,creek. Decentralised. Unstoppable.,1
1397,Decentralised. Unstoppable. 💪,1
1398,Unstoppable. 💪 https://t.co/8gaKGgkLxx,1
1399,"""Bullish. Have to",1
1400,Have to be.,1
1401,to be. There's,1
1402,be. There's too,1
1403,There's too much,1
1404,much money coming,1
1405,"money coming in,""",1
1406,"coming in,"" says",1
1407,"in,"" says @JimCramer.",1
1408,"says @JimCramer. ""I",1
1409,"@JimCramer. ""I went",1
1410,"""I went back",1
1411,went back into,1
1412,back into #ethereum,1
1413,into #ethereum because,1
1414,#ethereum because #bitcoin,1
1415,because #bitcoin held,1
1416,#bitcoin held $30K.,1
1417,held $30K. I,1
1418,$30K. I like,1
1419,I like ethereum,1
1420,like ethereum because,1
1421,ethereum because people,1
1422,because people actually,1
1423,people actually use,1
1424,actually use it,1
1425,use it much,1
1426,it much more,1
1427,much more to,1
1428,more to be,1
1429,to be able,1
1430,be able to,2
1431,able to buy,1
1432,"to buy things.""",1
1433,"buy things."" https://t.co/IIAeUL4BNL",1
1434,#Bitcoin was designed,1
1435,was designed to,1
1436,designed to be,1
1437,to be impossible,1
1438,be impossible to,1
1439,impossible to stop.,1
1440,to stop. Here’s,1
1441,stop. Here’s a,1
1442,Here’s a miner,1
1443,a miner off,1
1444,miner off the,1
1445,"off the grid,",1
1446,"the grid, using",1
1447,"grid, using a",1
1448,using a small,1
1449,a small stream,1
1450,small stream as,1
1451,stream as a,1
1452,as a power,1
1453,a power source,1
1454,power source and,1
1455,source and pure,1
1456,and pure human,1
1457,pure human ingenuity.,1
1458,human ingenuity. https://t.co/IIzGLCfTB7,1
1459,Did you know,2
1460,you know you,1
1461,know you can,1
1462,you can buy,2
1463,can buy a,1
1464,buy a fraction,1
1465,a fraction of,1
1466,fraction of a,1
1467,of a #bitcoin?,1
1468,a #bitcoin? It's,1
1469,#bitcoin? It's called,1
1470,It's called a,1
1471,called a satoshi,1
1472,a satoshi or,1
1473,satoshi or sat,1
1474,or sat for,1
1475,sat for short.,1
1476,for short. Today,1
1477,short. Today you,1
1478,Today you can,1
1479,you can own,1
1480,"can own 1,000,000",1
1481,"own 1,000,000 satoshi",1
1482,"1,000,000 satoshi for",1
1483,satoshi for $341.82,1
1484,for $341.82 USD.,1
1485,$341.82 USD. Become,1
1486,USD. Become a,1
1487,Become a Satoshi,1
1488,a Satoshi Millionaire,1
1489,Satoshi Millionaire Today!,1
1490,BTCPay will charge,1
1491,will charge sellers,1
1492,charge sellers 0%,1
1493,sellers 0% plus,1
1494,0% plus 0,2
1495,plus 0 cents,1
1496,0 cents to,1
1497,cents to process,1
1498,to process transactions...,1
1499,process transactions... In,1
1500,transactions... In the,1
1501,In the past,1
1502,the past BTCPay,1
1503,past BTCPay charged,1
1504,BTCPay charged 0%,1
1505,charged 0% plus,1
1506,plus 0 cents.,1
1507,0 cents. #bitcoin,1
1508,"""Governments don't like",1
1509,don't like #bitcoin,1
1510,like #bitcoin …,1
1511,#bitcoin … it,1
1512,… it burns,1
1513,it burns them,1
1514,burns them that,1
1515,them that people,1
1516,that people can,1
1517,people can get,1
1518,can get out,1
1519,get out of,1
1520,out of their,1
1521,of their fiat,1
1522,"their fiat trap,",1
1523,"fiat trap, because",1
1524,"trap, because that",1
1525,because that is,1
1526,that is what,1
1527,is what fiat,1
1528,what fiat money,1
1529,"fiat money is,",1
1530,"money is, a",1
1531,"is, a fraud.""",1
1532,"a fraud."" #cryptocurrency",1
1533,"fraud."" #cryptocurrency https://t.co/RagpqIcxmZ",1
1534,#Bitcoin ATMs are,1
1535,ATMs are being,1
1536,are being installed,1
1537,being installed across,1
1538,installed across El,1
1539,across El Salvador,1
1540,El Salvador in,1
1541,Salvador in shopping,1
1542,in shopping centers,1
1543,shopping centers and,1
1544,centers and gas,1
1545,"and gas stations,",1
1546,"gas stations, in",1
1547,"stations, in major",1
1548,in major cities,1
1549,major cities and,1
1550,cities and small,1
1551,and small towns.,1
1552,small towns. https://t.co/IEXyJIrnAl,1
1553,“Do not go,1
1554,not go where,1
1555,go where the,1
1556,where the path,1
1557,the path may,1
1558,"path may lead,",1
1559,"may lead, go",1
1560,"lead, go instead",1
1561,go instead where,1
1562,instead where there,1
1563,where there is,1
1564,there is no,1
1565,is no path,1
1566,no path and,1
1567,path and leave,1
1568,and leave a,1
1569,leave a trail.”,1
1570,a trail.” -,1
1571,trail.” - Ralph,1
1572,- Ralph Waldo,1
1573,Ralph Waldo Emerson,1
1574,Waldo Emerson on,1
1575,Emerson on #Bitcoin,1
1576,It costs 20-50%,1
1577,costs 20-50% when,1
1578,20-50% when immigrants,1
1579,when immigrants send,1
1580,immigrants send money,1
1581,send money back,1
1582,money back home,1
1583,back home to,1
1584,home to their,1
1585,to their families.,1
1586,their families. The,1
1587,families. The banking,1
1588,The banking and,1
1589,banking and payments,1
1590,and payments system,1
1591,payments system is,1
1592,system is legalised,1
1593,is legalised extortion.,1
1594,legalised extortion. #Bitcoin,1
1595,extortion. #Bitcoin fixes,1
1596,#Bitcoin fixes this.,3
1597,If you're worried,1
1598,you're worried that,1
1599,worried that China,1
1600,that China is,1
1601,China is planning,1
1602,is planning a,1
1603,planning a 51%,1
1604,a 51% attack,1
1605,51% attack to,1
1606,attack to 'kill',1
1607,to 'kill' #bitcoin,1
1608,'kill' #bitcoin watch,1
1609,#bitcoin watch this,1
1610,watch this 2,1
1611,this 2 minute,1
1612,2 minute video,1
1613,minute video and,1
1614,video and you'll,1
1615,and you'll sleep,1
1616,you'll sleep soundly,1
1617,sleep soundly tonight.,1
1618,soundly tonight. https://t.co/62ZkLMxli8,1
1619,Banco Azteca is,1
1620,Azteca is working,1
1621,working to become,1
1622,to become the,1
1623,become the first,1
1624,the first bank,5
1625,first bank in,5
1626,bank in Mexico,5
1627,in Mexico to,5
1628,Mexico to accept,5
1629,to accept #Bitcoin.,1
1630,accept #Bitcoin. It,1
1631,#Bitcoin. It has,1
1632,It has assets,1
1633,has assets of,1
1634,assets of $7.3,1
1635,"of $7.3 billion,",1
1636,"$7.3 billion, deposits",1
1637,"billion, deposits of",1
1638,deposits of over,1
1639,of over $5,1
1640,over $5 billion,1
1641,$5 billion and,1
1642,billion and more,1
1643,and more than,1
1644,"more than 20,000",1
1645,"than 20,000 employees.",1
1646,"20,000 employees. https://t.co/pkCMdqxFiA",1
1647,Elon Musk deserves,1
1648,Musk deserves measured,1
1649,"deserves measured criticism,",1
1650,"measured criticism, but",1
1651,"criticism, but let’s",1
1652,but let’s not,1
1653,let’s not forget,1
1654,not forget Tesla,1
1655,forget Tesla owns,1
1656,Tesla owns +$1b,1
1657,owns +$1b #Bitcoin,1
1658,+$1b #Bitcoin because,1
1659,#Bitcoin because of,1
1660,because of him.,1
1661,of him. That’s,1
1662,him. That’s not,1
1663,That’s not for,1
1664,not for ants!,1
1665,for ants! 😂,1
1666,The banking system,1
1667,banking system deliberately,1
1668,system deliberately excludes,1
1669,deliberately excludes billions,1
1670,excludes billions of,1
1671,billions of poor,1
1672,of poor people.,1
1673,poor people. #Bitcoin,1
1674,people. #Bitcoin fixes,1
1675,CONFIRMED: Elon Musk,1
1676,Elon Musk and,3
1677,Musk and Jack,2
1678,and Jack Dorsey,2
1679,Jack Dorsey will,1
1680,Dorsey will discuss,1
1681,will discuss #Bitcoin,1
1682,discuss #Bitcoin at,1
1683,#Bitcoin at the,2
1684,at the “₿,1
1685,the “₿ Word”,1
1686,“₿ Word” event,1
1687,Word” event for,1
1688,event for corporate,1
1689,for corporate and,1
1690,corporate and institutional,1
1691,and institutional investors.,1
1692,institutional investors. -,1
1693,investors. - @TheBlock__,1
1694,I’m getting closer,1
1695,getting closer &amp;,1
1696,closer &amp; closer,1
1697,&amp; closer to,1
1698,closer to joining,1
1699,to joining the,1
1700,joining the #bitcoin,1
1701,the #bitcoin world.,1
1702,#bitcoin world. Thanks,1
1703,world. Thanks to,1
1704,Thanks to all,1
1705,to all of,1
1706,all of you,1
1707,of you who,1
1708,you who got,1
1709,who got me,1
1710,got me into,1
1711,"me into @PeterMcCormack,",1
1712,"into @PeterMcCormack, we",1
1713,"@PeterMcCormack, we had",1
1714,we had a,1
1715,had a fantastic,1
1716,a fantastic learning,1
1717,fantastic learning discussion!,1
1718,All the banks,1
1719,the banks are,1
1720,banks are coming,1
1721,are coming to,1
1722,coming to #Bitcoin,1
1723,to #Bitcoin -,1
1724,#Bitcoin - Wells,1
1725,- Wells Fargo,1
1726,Wells Fargo -,1
1727,Fargo - Morgan,1
1728,- Morgan Stanley,1
1729,Morgan Stanley -,1
1730,Stanley - Goldman,1
1731,- Goldman Sachs,1
1732,Goldman Sachs -,1
1733,Sachs - JPMorgan,1
1734,- JPMorgan -,1
1735,JPMorgan - Citibank,1
1736,- Citibank +,1
1737,Citibank + hundreds,1
1738,+ hundreds more!,1
1739,hundreds more! They’re,1
1740,more! They’re going,1
1741,They’re going to,1
1742,going to push,1
1743,to push #Bitcoin,1
1744,push #Bitcoin to,1
1745,#Bitcoin to tens,1
1746,to tens of,1
1747,tens of millions,1
1748,of millions of,1
1749,millions of customers.,1
1750,💧 ATOLL finance,1
1751,ATOLL finance Airdrop,1
1752,finance Airdrop 💧,1
1753,Airdrop 💧 🏆,4
1754,💧 🏆 Task:,4
1755,🏆 Task: ➕,4
1756,Task: ➕ Up,4
1757,➕ Up to,4
1758,Up to 10,1
1759,to 10 ATOLL,1
1760,10 ATOLL (~$4),1
1761,ATOLL (~$4) 👨‍👩‍👧,1
1762,(~$4) 👨‍👩‍👧 Referral:,1
1763,👨‍👩‍👧 Referral: ➕,4
1764,Referral: ➕ 2,1
1765,➕ 2 ATOLL,1
1766,2 ATOLL (~$0.8),1
1767,ATOLL (~$0.8) 🔛,1
1768,(~$0.8) 🔛 Airdrop,1
1769,🔛 Airdrop Link,4
1770,Airdrop Link &amp;,4
1771,Link &amp; Information:,4
1772,&amp; Information: https://t.co/mem0YpvqOA,1
1773,Information: https://t.co/mem0YpvqOA #cryptocurrency,1
1774,https://t.co/mem0YpvqOA #cryptocurrency #BSC,1
1775,#cryptocurrency #BSC #Bitcoin,4
1776,#BSC #Bitcoin #Airdrop,4
1777,#Bitcoin #Airdrop #ATOLLfinance,1
1778,#Airdrop #ATOLLfinance #ATOLL,1
1779,#ATOLLfinance #ATOLL #AirdropStario,1
1780,Here's a quick,1
1781,a quick test:,1
1782,quick test: The,1
1783,test: The next,1
1784,The next time,1
1785,next time you,1
1786,time you are,1
1787,you are speaking,1
1788,are speaking to,1
1789,speaking to a,1
1790,to a #Bitcoin,1
1791,a #Bitcoin skeptic,1
1792,#Bitcoin skeptic and,1
1793,skeptic and they,1
1794,and they claim,1
1795,they claim it,1
1796,claim it just,1
1797,"it just ""isn't",1
1798,"just ""isn't real",1
1799,"""isn't real money"",",1
1800,"real money"", ask",1
1801,"money"", ask them",1
1802,ask them to,1
1803,them to explain,1
1804,to explain fiat,1
1805,explain fiat currency.,1
1806,fiat currency. Then,1
1807,currency. Then sit,1
1808,Then sit and,1
1809,sit and observe...,1
1810,and observe... 🧐,1
1811,so happy to,1
1812,happy to tell,1
1813,to tell you,1
1814,tell you about,1
1815,you about @justbtc_com_ng,1
1816,about @justbtc_com_ng it,1
1817,@justbtc_com_ng it is,1
1818,it is a,1
1819,is a reliable,1
1820,"a reliable platform,",1
1821,"reliable platform, where",1
1822,"platform, where they",1
1823,where they trade,1
1824,"they trade Bitcoin,",1
1825,"trade Bitcoin, giftcards",1
1826,"Bitcoin, giftcards and",1
1827,giftcards and ethereum,1
1828,and ethereum 24/7,1
1829,ethereum 24/7 at,1
1830,24/7 at the,1
1831,at the sweetest,1
1832,the sweetest rates.,1
1833,sweetest rates. Trade,1
1834,rates. Trade on,1
1835,Trade on https://t.co/EIOBrvb9YD,1
1836,on https://t.co/EIOBrvb9YD cos,1
1837,https://t.co/EIOBrvb9YD cos it’s,1
1838,cos it’s 100%,1
1839,it’s 100% legit,1
1840,100% legit .,1
1841,legit . https://t.co/76iC1Xi6Px,1
1842,bitcoin Miner di,1
1843,Miner di China,1
1844,di China terpaksa,1
1845,China terpaksa memindahkan,1
1846,terpaksa memindahkan operasi,1
1847,memindahkan operasi mereka,1
1848,operasi mereka ke,1
1849,mereka ke negara,1
1850,ke negara lain,1
1851,negara lain slps,1
1852,lain slps china,1
1853,slps china menjalankan,1
1854,china menjalankan operasi,1
1855,menjalankan operasi menyerbu,1
1856,operasi menyerbu bitcoin,1
1857,menyerbu bitcoin miners,1
1858,"bitcoin miners besar2an,",1
1859,"miners besar2an, menyebabkan",1
1860,"besar2an, menyebabkan harga",1
1861,menyebabkan harga bitcoin,1
1862,harga bitcoin tergolek.,1
1863,bitcoin tergolek. Harga,1
1864,tergolek. Harga BTC,1
1865,Harga BTC memuncak,1
1866,BTC memuncak pada,1
1867,memuncak pada US64k,1
1868,pada US64k &amp;,1
1869,US64k &amp; jatuh,1
1870,&amp; jatuh ke,1
1871,jatuh ke US34k.,1
1872,"ke US34k. So,",1
1873,"US34k. So, sekarang",1
1874,"So, sekarang kita",1
1875,sekarang kita tahu,1
1876,kita tahu market,1
1877,tahu market mover,1
1878,market mover BTC,1
1879,mover BTC datang,1
1880,BTC datang dari,1
1881,datang dari China,1
1882,dari China https://t.co/NC7qz7DFqv,1
1883,Banning #Bitcoin makes,1
1884,#Bitcoin makes it,1
1885,makes it stronger.,1
1886,it stronger. Banning,1
1887,stronger. Banning Bitcoin,1
1888,Banning Bitcoin mining,1
1889,Bitcoin mining makes,1
1890,mining makes the,1
1891,makes the network,1
1892,the network more,1
1893,network more resilient.,1
1894,more resilient. Future,1
1895,resilient. Future generations,1
1896,Future generations will,1
1897,generations will look,1
1898,will look at,1
1899,look at this,1
1900,at this time,1
1901,this time and,1
1902,time and it’ll,1
1903,and it’ll be,1
1904,it’ll be obvious,1
1905,be obvious that,1
1906,obvious that a,1
1907,that a decentralised,1
1908,a decentralised monetary,1
1909,decentralised monetary network,1
1910,monetary network at,1
1911,network at scale,1
1912,at scale is,1
1913,scale is more,1
1914,is more resilient,1
1915,more resilient than,1
1916,resilient than a,1
1917,than a nation,1
1918,a nation state,1
1919,nation state acting,1
1920,state acting against,1
1921,acting against it.,1
1922,The best time,1
1923,best time to,2
1924,time to prepare,1
1925,to prepare for,1
1926,prepare for a,1
1927,for a crash,1
1928,a crash is,1
1929,crash is before,1
1930,is before the,1
1931,before the crash.,1
1932,the crash. The,1
1933,crash. The biggest,1
1934,The biggest crash,1
1935,biggest crash in,1
1936,crash in world,1
1937,in world history,1
1938,world history is,1
1939,history is coming.,1
1940,is coming. The,1
1941,coming. The good,1
1942,The good news,1
1943,good news is,1
1944,news is the,2
1945,is the best,1
1946,the best time,1
1947,time to get,1
1948,to get rich,1
1949,get rich is,1
1950,rich is during,1
1951,is during a,1
1952,during a crash.,1
1953,a crash. Bad,1
1954,crash. Bad news,1
1955,Bad news is,1
1956,is the next,1
1957,the next crash,1
1958,next crash will,1
1959,crash will be,1
1960,will be a,1
1961,be a long,1
1962,a long one.,1
1963,long one. Get,1
1964,one. Get more,1
1965,"Get more gold,",1
1966,"more gold, silver,",1
1967,"gold, silver, and",1
1968,"silver, and Bitcoin",1
1969,and Bitcoin while,1
1970,Bitcoin while you,1
1971,while you can.,1
1972,you can. Take,1
1973,can. Take care.,1
1974,今日から10日間のみビットコイン（bitcoin）を毎日プレゼントします🎁#残り4日 抽選で1名の方に 「10万円相当のBTC」,1
1975,抽選で1名の方に 「10万円相当のBTC」 をプレゼントします！,3
1976,「10万円相当のBTC」 をプレゼントします！ 応募期間,3
1977,をプレゼントします！ 応募期間 6月28日まで,1
1978,応募期間 6月28日まで 参加条件,1
1979,6月28日まで 参加条件 ・当アカウントをフォロー,1
1980,参加条件 ・当アカウントをフォロー ・このツイートをRT＋いいね,3
1981,・当アカウントをフォロー ・このツイートをRT＋いいね #ビットコイン,3
1982,・このツイートをRT＋いいね #ビットコイン #仮想通貨,3
1983,A conversation with,1
1984,conversation with Quincy,1
1985,with Quincy Jones.,1
1986,"Quincy Jones. XRP,",1
1987,"Jones. XRP, XLM,",1
1988,"XRP, XLM, XDC,",1
1989,"XLM, XDC, ALGO,",1
1990,"XDC, ALGO, Bitcoin,",1
1991,"ALGO, Bitcoin, Flare,",1
1992,"Bitcoin, Flare, Smart",1
1993,"Flare, Smart Contracts,",1
1994,"Smart Contracts, Corda",1
1995,"Contracts, Corda and",1
1996,Corda and more.,1
1997,and more. https://t.co/t6wClapHAO,1
1998,Indians are dropping,1
1999,are dropping gold,1
2000,dropping gold for,1
2001,gold for bitcoin,1
2002,for bitcoin and,1
2003,bitcoin and cryptocurrencies.,1
2004,and cryptocurrencies. -,1
2005,cryptocurrencies. - Bitcoin,1
2006,- Bitcoin replaces,1
2007,Bitcoin replaces gold,1
2008,replaces gold as,1
2009,gold as asset,1
2010,as asset to,1
2011,asset to store,1
2012,to store value,1
2013,store value &amp;,1
2014,value &amp; pass,1
2015,&amp; pass down,1
2016,pass down from,1
2017,down from generation,1
2018,from generation to,1
2019,generation to generation,1
2020,to generation -,1
2021,generation - Government,1
2022,- Government “ban”,1
2023,Government “ban” was,1
2024,“ban” was marketing,1
2025,was marketing campaign,1
2026,marketing campaign &amp;,1
2027,campaign &amp; led,1
2028,&amp; led to,1
2029,led to increased,1
2030,to increased adoption,1
2031,increased adoption Both,1
2032,adoption Both trends,1
2033,Both trends easy,1
2034,trends easy to,1
2035,easy to anticipate,1
2036,to anticipate ✅,1
2037,anticipate ✅ https://t.co/bX6UpPmAT0,1
2038,"""I recommend the",1
2039,recommend the use,2
2040,the use of,4
2041,"use of bitcoin,",1
2042,"of bitcoin, and",1
2043,"bitcoin, and me",1
2044,and me and,2
2045,me and my,2
2046,and my bank,3
2047,my bank are,3
2048,bank are working,3
2049,are working to,4
2050,working to be,4
2051,to be the,4
2052,be the first,4
2053,"to accept #bitcoin,""",1
2054,"accept #bitcoin,"" said",1
2055,"#bitcoin,"" said Mexico's",1
2056,said Mexico's third-richest,1
2057,Mexico's third-richest man.,1
2058,third-richest man. #cryptocurrency,1
2059,man. #cryptocurrency https://t.co/RagpqIcxmZ,1
2060,Bitcoin hash rate,1
2061,hash rate ⬇️,1
2062,rate ⬇️ Bitcoin,1
2063,⬇️ Bitcoin decentralization,1
2064,Bitcoin decentralization ⬆️,1
2065,Billionaire Ricardo Salinas,1
2066,Ricardo Salinas now,1
2067,Salinas now hodls,1
2068,now hodls 10%,1
2069,hodls 10% of,1
2070,10% of his,1
2071,of his portfolio,1
2072,his portfolio in,1
2073,portfolio in #bitcoin,1
2074,in #bitcoin by,1
2075,#bitcoin by the,1
2076,by the way.,1
2077,the way. https://t.co/CrD7LFLWlC,1
2078,Mexican billionaire Ricardo,2
2079,billionaire Ricardo Salinas,2
2080,Ricardo Salinas Pliego,3
2081,Salinas Pliego endorsed,2
2082,Pliego endorsed the,2
2083,endorsed the use,2
2084,use of #Bitcoin,1
2085,of #Bitcoin and,1
2086,#Bitcoin and said,1
2087,and said his,2
2088,said his bank,2
2089,his bank is,2
2090,bank is on,2
2091,is on the,2
2092,on the way,2
2093,the way to,2
2094,way to accepting,2
2095,to accepting the,2
2096,accepting the cryptocurrency,2
2097,the cryptocurrency https://t.co/uy2zBtCoiY,1
2098,We’re all going,1
2099,all going to,1
2100,going to buy,1
2101,to buy $30+,1
2102,buy $30+ of,1
2103,$30+ of #Bitcoin,1
2104,of #Bitcoin at,1
2105,at the same,1
2106,the same time,1
2107,same time on,1
2108,time on September,1
2109,on September 7th,1
2110,I want to,1
2111,want to publicly,1
2112,to publicly thank,1
2113,publicly thank Max,1
2114,thank Max Keiser,1
2115,Max Keiser for,1
2116,Keiser for abusing,1
2117,for abusing me,1
2118,abusing me on,1
2119,"me on Twitter,",1
2120,"on Twitter, flushing",1
2121,"Twitter, flushing out",1
2122,flushing out all,1
2123,out all the,1
2124,all the toxic,1
2125,the toxic Bitconners,1
2126,toxic Bitconners (new,1
2127,"Bitconners (new term),",1
2128,"(new term), allowing",1
2129,"term), allowing me",1
2130,allowing me to,1
2131,me to block,1
2132,to block a,1
2133,block a couple,1
2134,a couple of,1
2135,couple of hundred,1
2136,of hundred to,1
2137,hundred to clean,1
2138,to clean up,1
2139,clean up my,1
2140,up my feed!,1
2141,my feed! Cheers,1
2142,feed! Cheers Max.,1
2143,"Cheers Max. Meanwhile,",1
2144,"Max. Meanwhile, I",1
2145,"Meanwhile, I love",1
2146,I love bitcoin,1
2147,love bitcoin and,1
2148,bitcoin and love,1
2149,and love the,1
2150,love the digital,1
2151,the digital asset,1
2152,digital asset space.,1
2153,asset space. Onwards...,1
2154,"Ricardo Salinas Pliego,",1
2155,"Salinas Pliego, noted",1
2156,"Pliego, noted bitcoin",1
2157,noted bitcoin bull,1
2158,bitcoin bull and,1
2159,bull and the,1
2160,and the 166th,1
