id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1243256048317878272,1243256048317878272,2020-03-26 15:18:35 Eastern Daylight Time,2020-03-26,15:18:35,-0500,385162204,dan_pantera,Dan Morehead,,1/  I have spent 35 years trading global macro disruptions.  This is like no other.  This will certainly end the longest global expansion on record.  Bitcoin was born in a financial crisis.  It will come of age in this one.  Here are my thoughts:   https://t.co/yjx2FwEEoN,en,[],['https://bit.ly/2QOC6c6'],[],22,268,823,[],[],https://twitter.com/dan_pantera/status/1243256048317878272,False,,0,,,,,,,,[],,,,
1243247893475135490,1243247893475135490,2020-03-26 14:46:10 Eastern Daylight Time,2020-03-26,14:46:10,-0500,357312062,bitcoin,Bitcoin,,₿etter money. ₿etter world.,en,[],[],[],76,307,1582,[],[],https://twitter.com/Bitcoin/status/1243247893475135490,False,,0,,,,,,,,[],,,,
1243236523149004800,1243236523149004800,2020-03-26 14:00:59 Eastern Daylight Time,2020-03-26,14:00:59,-0500,861445409205563392,mjdsouza2,"Matt D'Souza, CPA",,"1) If you're a trader or investor in #Bitcoin &amp; dont understand that the primary source of sell pressure on the price of BTC comes from Miners, its in your best interest to research Miner Sell Pressure, Difficulty, Halving 2020, &amp; Miner Capitulation below:  https://t.co/tWa5kyZr5I  https://t.co/K8bgBrCCtG",en,[],['https://www.blockwaresolutions.com/research-and-publications/2020-halving-analysis'],['https://pbs.twimg.com/media/EUDY0i4WsAIA2Bs.png'],64,365,1144,['bitcoin'],[],https://twitter.com/mjdsouza2/status/1243236523149004800,False,,1,https://pbs.twimg.com/media/EUDY0i4WsAIA2Bs.png,,,,,,,[],,,,
1243220647830044678,1243220647830044678,2020-03-26 12:57:55 Eastern Daylight Time,2020-03-26,12:57:55,-0500,56562803,peterschiff,Peter Schiff,,Congratulations Bitcoin hodlers. It looks like #Bitcoin may actually be living up to its status as a non-correlated asset after all.  Every asset class is rallying today except Bitcoin!,en,[],[],[],1130,294,3243,['bitcoin'],[],https://twitter.com/PeterSchiff/status/1243220647830044678,False,,0,,,,,,,,[],,,,
1243210695321288705,1243210695321288705,2020-03-26 12:18:22 Eastern Daylight Time,2020-03-26,12:18:22,-0500,57441414,zubymusic,ZUBY:,,The same people who tell me that bitcoin is 'worthless' don't question how the US government is just printing 6 TRILLION DOLLARS...  Magic.  Don't mind me though. ☕,en,[],[],[],91,155,1397,[],[],https://twitter.com/ZubyMusic/status/1243210695321288705,False,,0,,,,,,,,[],,,,
1243193452868841472,1243193452868841472,2020-03-26 11:09:51 Eastern Daylight Time,2020-03-26,11:09:51,-0500,1224835441364471809,vis_in_numeris,Vis,,"BREAKING: CME Group, the world's largest financial derivatives exchange, board of directors nominee says the firm should start mining bitcoin.  ""The CME Group needs to get in front of this trend...then divert the excess energy to mine Bitcoin and other crypto currencies.""",en,[],[],[],18,181,649,[],[],https://twitter.com/Vis_in_numeris/status/1243193452868841472,False,,0,,,,,,,,[],,,,
1243191745422266371,1243191745422266371,2020-03-26 11:03:04 Eastern Daylight Time,2020-03-26,11:03:04,-0500,24222556,tyler,Tyler Winklevoss,,Bitcoin is the only vaccine in the world that can give you immunity to the money printing disease.,en,[],[],[],315,994,4671,[],[],https://twitter.com/tyler/status/1243191745422266371,False,,0,,,,,,,,[],,,,
1243133939616829441,1243133939616829441,2020-03-26 07:13:22 Eastern Daylight Time,2020-03-26,07:13:22,-0500,918804624303382528,100trillionusd,PlanB,,#Bitcoin Difficulty still +7% YTD. Hashrate currently 100EH/s. Looks like 2012 &amp; 2016 halving: no death spiral or miner capitulation.  https://t.co/TmZzdnUN9a,en,[],[],['https://pbs.twimg.com/media/EUB-wRDXsAElQ-P.png'],34,202,1038,['bitcoin'],[],https://twitter.com/100trillionUSD/status/1243133939616829441,False,,1,https://pbs.twimg.com/media/EUB-wRDXsAElQ-P.png,,,,,,,[],,,,
1243061839769915393,1243061839769915393,2020-03-26 02:26:52 Eastern Daylight Time,2020-03-26,02:26:52,-0500,902926941413453824,cz_binance,CZ 🔶 Binance,,Satoshi Nakaboto: ‘Brave browser adds support for Bitcoin’    https://t.co/zAzjeeZkun,en,[],['https://thenextweb.com/hardfork/2020/03/25/satoshi-nakaboto-brave-browser-adds-support-for-bitcoin/'],[],43,170,763,[],[],https://twitter.com/cz_binance/status/1243061839769915393,False,,0,,,,,,,,[],,,,
1242944735607734272,1242944735607734272,2020-03-25 18:41:32 Eastern Daylight Time,2020-03-25,18:41:32,-0500,1001490017917784064,dtapcap,Dan Tapiero,,The government is giving out money for free. Therefore the VALUE of that money can only go down.  #Bitcoin will never be given out for free....  https://t.co/n6nvrAiBib,en,[],[],['https://pbs.twimg.com/media/ET_TpPgXkAAZWh7.jpg'],87,202,906,['bitcoin'],[],https://twitter.com/DTAPCAP/status/1242944735607734272,False,,1,https://pbs.twimg.com/media/ET_TpPgXkAAZWh7.jpg,,,,,,,[],,,,
